Event Sequence Number,Movement ID,Timestamp,Event Type,Container ID,Container Number,ISO Code,Size (TEU),Container Type,Load Status,Weight (MT),Weight Class,Yard Zone Type,Shipping Bill Number,Vessel ID,Voyage ID,POD,POD Priority,Expected Voyage DateTime,Actual Voyage DateTime,Cutoff DateTime,Type,Movement Type,From Location Type,From Location ID,To Location Type,To Location ID,Block ID,Stack ID,Tier Level,Equipment ID,Equipment Type,Stack Height After Move,Operator ID,Job ID,Planned Timestamp,Actual Timestamp,Delay Minutes,Exception Flag,Exception Reason,Reason for Movement,Container Status After Event,Dwell Time Since Last Event (min),Move Intent,Optimality Tag,Rehandle Flag,Rehandle Count,Total Dwell Time (min),Yard Utilization %,Block Utilization %,Congestion Level
183,MOV-5219650C69,2025-02-19 17:59:57,Rehandle,CNT-0043,MAEU9114518,45R1,2,Reefer,Full,27.3,Heavy,Land-Side,SB372273,V041,VOY-2502-CLB-41,Colombo,1,2025-02-22 08:23:00,2025-02-22 08:36:00,2025-02-22 14:23:00,export_container,Transfer,Yard,LS1-B1-GROUND,Block,LS1-B1-06-01-3,LS1-B1,06-01,3,RTG-01,RTG,0,OP-018,JOB-E6029300,2025-02-19 17:59:00,2025-02-19 17:59:57,0,0,N/A,Blocking container removal for access,In Yard,16,Forced,Suboptimal,1,2,208,76.6,25.6,Medium
184,MOV-8C665AF213,2025-02-19 18:11:45,Stack,CNT-0043,MAEU9114518,45R1,2,Reefer,Full,27.3,Heavy,Land-Side,SB372273,V041,VOY-2502-CLB-41,Colombo,1,2025-02-22 08:23:00,2025-02-22 09:09:00,2025-02-22 14:23:00,export_container,Stack,Block,LS1-B1-06-01-3,Block,LS1-B1-13-01-1,LS1-B1,13-01,1,RTG-01,RTG,1,OP-019,JOB-E6029300,2025-02-19 18:11:00,2025-02-19 18:11:45,0,0,N/A,Yard stacking for storage,In Yard,12,Planned,Optimal,0,2,220,56.4,17.9,Low
185,MOV-234E44D745,2025-02-19 18:26:22,Unstack,CNT-0043,MAEU9114518,45R1,2,Reefer,Full,27.3,Heavy,Land-Side,SB372273,V041,VOY-2502-CLB-41,Colombo,1,2025-02-22 08:23:00,2025-02-22 08:32:00,2025-02-22 14:23:00,export_container,Unstack,Block,LS1-B1-13-01-1,Yard,LS1-B1-GROUND,LS1-B1,GROUND,0,RTG-01,RTG,0,OP-011,JOB-E6029300,2025-02-19 18:26:00,2025-02-19 18:26:22,0,0,N/A,Retrieval for repositioning,On Ground,15,Forced,Forced,1,2,235,65.9,17.9,Medium
186,MOV-1595D208F0,2025-02-19 18:42:29,Rehandle,CNT-0043,MAEU9114518,45R1,2,Reefer,Full,27.3,Heavy,Land-Side,SB372273,V041,VOY-2502-CLB-41,Colombo,1,2025-02-22 08:23:00,2025-02-22 08:32:00,2025-02-22 14:23:00,export_container,Transfer,Yard,LS1-B1-GROUND,Block,LS1-B1-03-07-4,LS1-B1,03-07,4,RTG-01,RTG,0,OP-015,JOB-E6029300,2025-02-19 18:42:00,2025-02-19 18:42:29,0,0,N/A,Blocking container removal for access,In Yard,16,Forced,Suboptimal,1,3,251,64.8,17.9,Medium
187,MOV-798A4942BD,2025-02-19 18:54:20,Stack,CNT-0043,MAEU9114518,45R1,2,Reefer,Full,27.3,Heavy,Land-Side,SB372273,V041,VOY-2502-CLB-41,Colombo,1,2025-02-22 08:23:00,2025-02-22 08:51:00,2025-02-22 14:23:00,export_container,Stack,Block,LS1-B1-03-07-4,Block,LS1-B1-13-02-3,LS1-B1,13-02,3,RTG-01,RTG,3,OP-016,JOB-E6029300,2025-02-19 18:54:00,2025-02-19 18:54:20,0,0,N/A,Yard stacking for storage,In Yard,12,Planned,Optimal,0,3,263,58.8,17.9,Low
188,MOV-880F23653E,2025-02-19 19:27:36,Pre-Staging,CNT-0043,MAEU9114518,45R1,2,Reefer,Full,27.3,Heavy,Land-Side,SB372273,V041,VOY-2502-CLB-41,Colombo,1,2025-02-22 08:23:00,2025-02-22 08:09:00,2025-02-22 14:23:00,export_container,Yard Out,Block,LS1-B1-13-02-3,Block,SS2-B1-06-03-3,SS2-B1,06-03,3,RTG-01,RTG,3,OP-017,JOB-E6029300,2025-02-19 19:27:00,2025-02-19 19:27:36,0,0,N/A,Vessel cutoff preparation - VOY-2502-CLB-41,In Yard,33,Planned,Optimal,0,3,296,57,17.9,Low
189,MOV-EEAD117511,2025-02-19 19:45:35,Vessel Load,CNT-0043,MAEU9114518,45R1,2,Reefer,Full,27.3,Heavy,Land-Side,SB372273,V041,VOY-2502-CLB-41,Colombo,1,2025-02-22 08:23:00,2025-02-22 09:16:00,2025-02-22 14:23:00,export_container,Vessel Load,Block,SS2-B1-06-03-3,Vessel,V041,SS2-B1,N/A,0,QC-01,QC,0,OP-003,JOB-E6029300,2025-02-19 19:45:00,2025-02-19 19:45:35,0,0,N/A,Loading to Colombo service,Loaded,18,Planned,Optimal,0,3,314,63,50.5,Medium
190,MOV-3476DFD36E,2025-02-21 16:55:54,Gate In,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:16:00,2025-02-22 15:31:00,export_container,Gate In,Gate,GATE-5,Yard,Sea-Side,N/A,N/A,0,TT-07,internal truck,0,OP-016,JOB-BAB614A7,2025-02-21 16:55:00,2025-02-21 16:55:54,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,78,32.4,Medium
191,MOV-58DCFFA295,2025-02-21 17:18:26,Yard In,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:07:00,2025-02-22 15:31:00,export_container,Yard In,Yard,Sea-Side,Block,SS1-B4-07-05-1,SS1-B4,07-05,1,RTG-07,RTG,0,OP-005,JOB-BAB614A7,2025-02-21 16:49:00,2025-02-21 17:18:26,29,0,N/A,Initial yard positioning,In Transit,23,Planned,Suboptimal,0,0,23,80.3,39.3,High
192,MOV-96E1759032,2025-02-21 17:25:31,Stack,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:43:00,2025-02-22 15:31:00,export_container,Stack,Block,SS1-B4-07-05-1,Block,SS4-B2-11-07-2,SS4-B2,11-07,2,RTG-08,RTG,2,OP-006,JOB-BAB614A7,2025-02-21 17:00:00,2025-02-21 17:25:31,25,1,Equipment breakdown - RTG unavailable,Equipment breakdown - RTG unavailable,In Yard,7,Forced,Suboptimal,0,0,30,80.1,60.2,High
193,MOV-1CC49EC5EB,2025-02-21 17:35:49,Unstack,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:22:00,2025-02-22 15:31:00,export_container,Unstack,Block,SS4-B2-11-07-2,Yard,SS4-B2-GROUND,SS4-B2,GROUND,0,RTG-07,RTG,0,OP-019,JOB-BAB614A7,2025-02-21 17:35:00,2025-02-21 17:35:49,0,0,N/A,Retrieval for repositioning,On Ground,10,Planned,Suboptimal,0,0,40,74.5,67,Medium
194,MOV-B2F10C9B4A,2025-02-21 18:14:27,Yard Shift,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 12:02:00,2025-02-22 15:31:00,export_container,Transfer,Block,SS4-B2-GROUND,Block,SS1-B2-20-04-4,SS1-B2,20-04,4,RTG-07,RTG,0,OP-013,JOB-BAB614A7,2025-02-21 18:14:00,2025-02-21 18:14:27,0,0,N/A,Zone optimization movement,In Yard,39,Planned,Suboptimal,0,0,79,62,59.3,Medium
195,MOV-1BE6BA253E,2025-02-21 18:19:40,Stack,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:32:00,2025-02-22 15:31:00,export_container,Stack,Block,SS1-B2-20-04-4,Block,SS3-B1-11-07-2,SS3-B1,11-07,2,RTG-08,RTG,2,OP-008,JOB-BAB614A7,2025-02-21 18:19:00,2025-02-21 18:19:40,0,0,N/A,Yard stacking for storage,In Yard,5,Planned,Optimal,0,0,84,57.6,30.2,Low
196,MOV-83E2FD8526,2025-02-21 18:29:37,Unstack,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:40:00,2025-02-22 15:31:00,export_container,Unstack,Block,SS3-B1-11-07-2,Yard,SS3-B1-GROUND,SS3-B1,GROUND,0,RTG-07,RTG,0,OP-006,JOB-BAB614A7,2025-02-21 18:29:00,2025-02-21 18:29:37,0,0,N/A,Retrieval for repositioning,On Ground,10,Planned,Suboptimal,0,0,94,59,56.8,Low
197,MOV-4C65BCC86E,2025-02-21 18:41:56,Rehandle,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 12:28:00,2025-02-22 15:31:00,export_container,Transfer,Yard,SS3-B1-GROUND,Block,SS3-B4-17-05-3,SS3-B4,17-05,3,RTG-07,RTG,0,OP-005,JOB-BAB614A7,2025-02-21 18:41:00,2025-02-21 18:41:56,0,0,N/A,Blocking container removal for access,In Yard,12,Forced,Suboptimal,1,1,106,63.7,56.8,Medium
198,MOV-860E87255C,2025-02-21 18:51:08,Stack,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:28:00,2025-02-22 15:31:00,export_container,Stack,Block,SS3-B4-17-05-3,Block,SS2-B2-13-01-2,SS2-B2,13-01,2,RTG-07,RTG,2,OP-001,JOB-BAB614A7,2025-02-21 18:51:00,2025-02-21 18:51:08,0,0,N/A,Yard stacking for storage,In Yard,10,Planned,Optimal,0,1,116,66.1,56.8,Medium
199,MOV-324739573F,2025-02-21 19:05:41,Unstack,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:05:00,2025-02-22 15:31:00,export_container,Unstack,Block,SS2-B2-13-01-2,Yard,SS2-B2-GROUND,SS2-B2,GROUND,0,RTG-07,RTG,0,OP-013,JOB-BAB614A7,2025-02-21 19:05:00,2025-02-21 19:05:41,0,0,N/A,Retrieval for repositioning,On Ground,14,Forced,Forced,1,1,130,60.4,33.4,Medium
200,MOV-339C252570,2025-02-21 19:23:44,Rehandle,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:15:00,2025-02-22 15:31:00,export_container,Transfer,Yard,SS2-B2-GROUND,Block,SS5-B1-04-06-1,SS5-B1,04-06,1,RTG-07,RTG,0,OP-014,JOB-BAB614A7,2025-02-21 19:23:00,2025-02-21 19:23:44,0,0,N/A,Blocking container removal for access,In Yard,18,Forced,Suboptimal,1,2,148,65.3,33.4,Medium
201,MOV-2B02AB5283,2025-02-21 19:35:06,Stack,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 12:25:00,2025-02-22 15:31:00,export_container,Stack,Block,SS5-B1-04-06-1,Block,SS4-B2-07-06-1,SS4-B2,07-06,1,RTG-07,RTG,1,OP-017,JOB-BAB614A7,2025-02-21 19:35:00,2025-02-21 19:35:06,0,0,N/A,Yard stacking for storage,In Yard,12,Planned,Optimal,0,2,160,62.1,33.4,Medium
202,MOV-A9D1225BBD,2025-02-21 20:39:07,Pre-Staging,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:14:00,2025-02-22 15:31:00,export_container,Yard Out,Block,SS4-B2-07-06-1,Block,SS4-B1-17-06-1,SS4-B1,17-06,1,RTG-07,RTG,1,OP-016,JOB-BAB614A7,2025-02-21 20:39:00,2025-02-21 20:39:07,0,0,N/A,Vessel cutoff preparation - VOY-2502-KOC-43,In Yard,64,Planned,Optimal,0,2,224,64.7,59.3,Medium
203,MOV-F696615B71,2025-02-21 21:00:12,Vessel Load,CNT-0026,EGLV2637507,42G1,2,Dry,Full,30.7,Heavy,Sea-Side,SB786224,V043,VOY-2502-KOC-43,Kochi,3,2025-02-22 11:31:00,2025-02-22 11:46:00,2025-02-22 15:31:00,export_container,Vessel Load,Block,SS4-B1-17-06-1,Vessel,V043,SS4-B1,N/A,0,QC-01,QC,0,OP-014,JOB-BAB614A7,2025-02-21 21:00:00,2025-02-21 21:00:12,0,0,N/A,Loading to Kochi service,Loaded,21,Planned,Optimal,0,2,245,65.1,59.1,Medium
204,MOV-9AE4217F28,2025-02-23 13:08:43,Gate In,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:35:00,2025-02-25 13:56:00,export_container,Gate In,Gate,GATE-5,Yard,Land-Side,N/A,N/A,0,TT-05,internal truck,0,OP-014,JOB-375BE7E6,2025-02-23 13:08:00,2025-02-23 13:08:43,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,62.2,24.8,Medium
205,MOV-447D1FFE98,2025-02-23 14:00:09,Gate In,CNT-0033,COSU7128662,22G1,1,Dry,Full,16.9,Medium,Sea-Side,SB956934,V046,VOY-2502-JNPT-46,JNPT,2,2025-02-25 07:46:00,2025-02-25 07:39:00,2025-02-25 11:46:00,export_container,Gate In,Gate,GATE-5,Yard,Sea-Side,N/A,N/A,0,TT-07,internal truck,0,OP-006,JOB-60B12C3E,2025-02-23 14:00:00,2025-02-23 14:00:09,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,74.3,35,Medium
206,MOV-07F01943A3,2025-02-23 14:02:51,Yard In,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:50:00,2025-02-25 13:56:00,export_container,Yard In,Yard,Land-Side,Block,LS2-B3-07-06-1,LS2-B3,07-06,1,RTG-08,RTG,0,OP-014,JOB-375BE7E6,2025-02-23 14:02:00,2025-02-23 14:02:51,0,0,N/A,Initial yard positioning,In Transit,54,Planned,Optimal,0,0,54,73.7,34.4,Medium
207,MOV-992B0C7B14,2025-02-23 14:16:15,Stack,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 09:31:00,2025-02-25 13:56:00,export_container,Stack,Block,LS2-B3-07-06-1,Block,LS2-B1-04-05-1,LS2-B1,04-05,1,RTG-08,RTG,1,OP-013,JOB-375BE7E6,2025-02-23 13:55:00,2025-02-23 14:16:15,21,1,Equipment breakdown - QC unavailable,Equipment breakdown - QC unavailable,In Yard,14,Forced,Suboptimal,0,0,68,81.5,43.2,High
208,MOV-3970BC624C,2025-02-23 14:28:08,Unstack,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:30:00,2025-02-25 13:56:00,export_container,Unstack,Block,LS2-B1-04-05-1,Yard,LS2-B1-GROUND,LS2-B1,GROUND,0,RTG-08,RTG,0,OP-010,JOB-375BE7E6,2025-02-23 14:28:00,2025-02-23 14:28:08,0,0,N/A,Retrieval for repositioning,On Ground,12,Planned,Suboptimal,0,0,80,72.1,38.8,Medium
209,MOV-EC4CF53243,2025-02-23 14:43:13,Yard In,CNT-0033,COSU7128662,22G1,1,Dry,Full,16.9,Medium,Sea-Side,SB956934,V046,VOY-2502-JNPT-46,JNPT,2,2025-02-25 07:46:00,2025-02-25 08:31:00,2025-02-25 11:46:00,export_container,Yard In,Yard,Sea-Side,Block,SS4-B3-04-04-4,SS4-B3,04-04,4,RTG-08,RTG,0,OP-006,JOB-60B12C3E,2025-02-23 14:43:00,2025-02-23 14:43:13,0,0,N/A,Initial yard positioning,In Transit,43,Planned,Optimal,0,0,43,79.4,36.4,Medium
210,MOV-A2952E648E,2025-02-23 14:50:26,Yard Shift,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:04:00,2025-02-25 13:56:00,export_container,Transfer,Block,LS2-B1-GROUND,Block,SS5-B3-08-03-2,SS5-B3,08-03,2,RTG-08,RTG,0,OP-009,JOB-375BE7E6,2025-02-23 14:50:00,2025-02-23 14:50:26,0,0,N/A,Zone optimization movement,In Yard,22,Forced,Forced,0,0,102,81,33.4,High
211,MOV-2B1E3935B6,2025-02-23 14:55:41,Stack,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:51:00,2025-02-25 13:56:00,export_container,Stack,Block,SS5-B3-08-03-2,Block,LS2-B6-14-05-4,LS2-B6,14-05,4,RTG-09,RTG,4,OP-013,JOB-375BE7E6,2025-02-23 14:55:00,2025-02-23 14:55:41,0,0,N/A,Yard stacking for storage,In Yard,5,Planned,Optimal,0,0,107,77.6,68.1,Medium
212,MOV-8242F917D3,2025-02-23 14:58:03,Stack,CNT-0033,COSU7128662,22G1,1,Dry,Full,16.9,Medium,Sea-Side,SB956934,V046,VOY-2502-JNPT-46,JNPT,2,2025-02-25 07:46:00,2025-02-25 07:37:00,2025-02-25 11:46:00,export_container,Stack,Block,SS4-B3-04-04-4,Block,SS5-B5-06-02-1,SS5-B5,06-02,1,RTG-08,RTG,1,OP-009,JOB-60B12C3E,2025-02-23 14:25:00,2025-02-23 14:58:03,33,1,Weight stacking violation detected - restacking required,Weight stacking violation detected - restacking required,In Yard,15,Forced,Suboptimal,0,0,58,77,61.9,Medium
213,MOV-1B93E6A502,2025-02-23 15:05:01,Unstack,CNT-0033,COSU7128662,22G1,1,Dry,Full,16.9,Medium,Sea-Side,SB956934,V046,VOY-2502-JNPT-46,JNPT,2,2025-02-25 07:46:00,2025-02-25 08:40:00,2025-02-25 11:46:00,export_container,Unstack,Block,SS5-B5-06-02-1,Yard,SS5-B5-GROUND,SS5-B5,GROUND,0,RTG-09,RTG,0,OP-010,JOB-60B12C3E,2025-02-23 15:05:00,2025-02-23 15:05:01,0,0,N/A,Retrieval for repositioning,On Ground,7,Planned,Suboptimal,0,0,65,76.1,34.5,Medium
214,MOV-6BAC502E90,2025-02-23 15:08:11,Unstack,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:34:00,2025-02-25 13:56:00,export_container,Unstack,Block,LS2-B6-14-05-4,Yard,LS2-B6-GROUND,LS2-B6,GROUND,0,RTG-08,RTG,0,OP-016,JOB-375BE7E6,2025-02-23 15:08:00,2025-02-23 15:08:11,0,0,N/A,Retrieval for repositioning,On Ground,13,Planned,Suboptimal,0,0,120,74.2,43.8,Medium
215,MOV-784AA5562C,2025-02-23 15:30:33,Yard Shift,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 09:43:00,2025-02-25 13:56:00,export_container,Transfer,Block,LS2-B6-GROUND,Block,SS4-B1-18-04-4,SS4-B1,18-04,4,RTG-08,RTG,0,OP-013,JOB-375BE7E6,2025-02-23 15:30:00,2025-02-23 15:30:33,0,0,N/A,Zone optimization movement,In Yard,22,Planned,Suboptimal,0,0,142,78.8,49.4,Medium
216,MOV-5E7B21E28B,2025-02-23 15:38:43,Stack,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:43:00,2025-02-25 13:56:00,export_container,Stack,Block,SS4-B1-18-04-4,Block,LS4-B7-12-01-2,LS4-B7,12-01,2,RTG-09,RTG,2,OP-020,JOB-375BE7E6,2025-02-23 15:38:00,2025-02-23 15:38:43,0,0,N/A,Yard stacking for storage,In Yard,8,Planned,Optimal,0,0,150,73,64.9,Medium
217,MOV-1460EB6D79,2025-02-23 15:43:42,Unstack,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:37:00,2025-02-25 13:56:00,export_container,Unstack,Block,LS4-B7-12-01-2,Yard,LS4-B7-GROUND,LS4-B7,GROUND,0,RTG-08,RTG,0,OP-007,JOB-375BE7E6,2025-02-23 15:43:00,2025-02-23 15:43:42,0,0,N/A,Retrieval for repositioning,On Ground,5,Planned,Suboptimal,0,0,155,78.4,55.7,Medium
218,MOV-7C1907DF76,2025-02-23 15:50:09,Yard Shift,CNT-0033,COSU7128662,22G1,1,Dry,Full,16.9,Medium,Sea-Side,SB956934,V046,VOY-2502-JNPT-46,JNPT,2,2025-02-25 07:46:00,2025-02-25 08:30:00,2025-02-25 11:46:00,export_container,Transfer,Block,SS5-B5-GROUND,Block,SS4-B2-08-07-4,SS4-B2,08-07,4,RTG-08,RTG,0,OP-006,JOB-60B12C3E,2025-02-23 15:50:00,2025-02-23 15:50:09,0,0,N/A,Zone optimization movement,In Yard,45,Planned,Suboptimal,0,0,110,72.1,34.7,Medium
219,MOV-18C5A177EB,2025-02-23 16:04:08,Stack,CNT-0033,COSU7128662,22G1,1,Dry,Full,16.9,Medium,Sea-Side,SB956934,V046,VOY-2502-JNPT-46,JNPT,2,2025-02-25 07:46:00,2025-02-25 07:29:00,2025-02-25 11:46:00,export_container,Stack,Block,SS4-B2-08-07-4,Block,SS3-B4-20-05-1,SS3-B4,20-05,1,RTG-08,RTG,1,OP-001,JOB-60B12C3E,2025-02-23 16:04:00,2025-02-23 16:04:08,0,0,N/A,Yard stacking for storage,In Yard,14,Planned,Optimal,0,0,124,76.7,71.5,Medium
220,MOV-1EEC20AC86,2025-02-23 16:08:44,Rehandle,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:43:00,2025-02-25 13:56:00,export_container,Transfer,Yard,LS4-B7-GROUND,Block,LS2-B2-04-06-4,LS2-B2,04-06,4,RTG-08,RTG,0,OP-007,JOB-375BE7E6,2025-02-23 16:08:00,2025-02-23 16:08:44,0,0,N/A,Blocking container removal for access,In Yard,25,Forced,Suboptimal,1,1,180,76,51.1,Medium
221,MOV-6783D77DFB,2025-02-23 16:12:38,Unstack,CNT-0033,COSU7128662,22G1,1,Dry,Full,16.9,Medium,Sea-Side,SB956934,V046,VOY-2502-JNPT-46,JNPT,2,2025-02-25 07:46:00,2025-02-25 07:28:00,2025-02-25 11:46:00,export_container,Unstack,Block,SS3-B4-20-05-1,Yard,SS3-B4-GROUND,SS3-B4,GROUND,0,RTG-08,RTG,0,OP-006,JOB-60B12C3E,2025-02-23 16:12:00,2025-02-23 16:12:38,0,0,N/A,Retrieval for repositioning,On Ground,8,Planned,Suboptimal,0,0,132,79.2,52,Medium
222,MOV-7B6EC65161,2025-02-23 16:19:56,Stack,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:29:00,2025-02-25 13:56:00,export_container,Stack,Block,LS2-B2-04-06-4,Block,LS4-B4-18-06-3,LS4-B4,18-06,3,RTG-08,RTG,3,OP-015,JOB-375BE7E6,2025-02-23 15:37:00,2025-02-23 16:19:56,42,0,N/A,Yard stacking for storage,In Yard,11,Forced,Suboptimal,0,1,191,81,55.8,High
223,MOV-7C3BC97BF9,2025-02-23 16:42:52,Yard Shift,CNT-0033,COSU7128662,22G1,1,Dry,Full,16.9,Medium,Sea-Side,SB956934,V046,VOY-2502-JNPT-46,JNPT,2,2025-02-25 07:46:00,2025-02-25 07:16:00,2025-02-25 11:46:00,export_container,Transfer,Block,SS3-B4-GROUND,Block,SS5-B5-04-01-4,SS5-B5,04-01,4,RTG-08,RTG,0,OP-014,JOB-60B12C3E,2025-02-23 15:58:00,2025-02-23 16:42:52,44,0,N/A,Zone optimization movement,In Yard,30,Forced,Forced,0,0,162,81.1,54,High
224,MOV-457985F142,2025-02-23 16:55:47,Stack,CNT-0033,COSU7128662,22G1,1,Dry,Full,16.9,Medium,Sea-Side,SB956934,V046,VOY-2502-JNPT-46,JNPT,2,2025-02-25 07:46:00,2025-02-25 08:45:00,2025-02-25 11:46:00,export_container,Stack,Block,SS5-B5-04-01-4,Block,SS4-B2-16-07-4,SS4-B2,16-07,4,RTG-08,RTG,4,OP-019,JOB-60B12C3E,2025-02-23 16:55:00,2025-02-23 16:55:47,0,0,N/A,Yard stacking for storage,In Yard,13,Planned,Optimal,0,0,175,78,31.8,Medium
225,MOV-44B307A791,2025-02-23 17:01:14,Pre-Staging,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 09:44:00,2025-02-25 13:56:00,export_container,Yard Out,Block,LS4-B4-18-06-3,Block,SS3-B2-12-03-4,SS3-B2,12-03,4,RTG-08,RTG,4,OP-001,JOB-375BE7E6,2025-02-23 17:01:00,2025-02-23 17:01:14,0,0,N/A,Vessel cutoff preparation - VOY-2502-CLB-45,In Yard,42,Planned,Optimal,0,1,233,80.9,68.5,High
226,MOV-6D4AE3563A,2025-02-23 17:01:18,Unstack,CNT-0033,COSU7128662,22G1,1,Dry,Full,16.9,Medium,Sea-Side,SB956934,V046,VOY-2502-JNPT-46,JNPT,2,2025-02-25 07:46:00,2025-02-25 08:32:00,2025-02-25 11:46:00,export_container,Unstack,Block,SS4-B2-16-07-4,Yard,SS4-B2-GROUND,SS4-B2,GROUND,0,RTG-09,RTG,0,OP-018,JOB-60B12C3E,2025-02-23 17:01:00,2025-02-23 17:01:18,0,0,N/A,Retrieval for repositioning,On Ground,6,Planned,Suboptimal,0,0,181,74.3,71.9,Medium
227,MOV-6FEA5356EF,2025-02-23 17:24:12,Vessel Load,CNT-0015,HLCU7416943,22G1,1,Dry,Full,20,Heavy,Land-Side,SB224395,V045,VOY-2502-CLB-45,Colombo,1,2025-02-25 09:56:00,2025-02-25 10:08:00,2025-02-25 13:56:00,export_container,Vessel Load,Block,SS3-B2-12-03-4,Vessel,V045,SS3-B2,N/A,0,QC-02,QC,0,OP-008,JOB-375BE7E6,2025-02-23 17:24:00,2025-02-23 17:24:12,0,0,N/A,Loading to Colombo service,Loaded,23,Planned,Optimal,0,1,256,77.5,42,Medium
